corpus,record,prefix,k,model,user,both
C3,1251_81_441_2,25,2,False,False,False
C3,1252_1134_557_60,25,2,False,True,False
C3,1254_327_328_7,25,2,True,False,False
C3,1254_327_328_7,35,2,False,True,False
C3,1255_777_525_35,25,2,False,False,False
C3,1256_1308_1168_52,25,2,False,False,False
C3,1256_1308_1168_52,35,2,False,False,False
C3,1257_1052_327_44,25,2,False,False,False
C3,1257_1052_327_44,35,2,False,True,False
C3,1258_413_525_58,25,2,False,False,False
C3,1259_310_311_8,25,2,False,False,False
C3,125_533_723_58,25,2,True,True,True
C3,1260_1159_769_2,25,2,False,False,False
C3,1261_525_271_15,25,2,False,False,False
C3,1263_1465_107_42,25,2,True,True,True
C3,1264_769_636_42,25,2,False,True,False
C3,1265_327_271_51,25,2,False,False,False
C3,1266_333_1061_12,25,2,False,False,False
C3,1267_1237_525_56,25,2,True,False,False
C3,1268_780_459_43,25,2,False,True,False
C3,1269_1106_271_26,25,2,False,False,False
C3,1270_459_271_59,25,2,False,False,False
C3,1271_327_1317_43,25,2,False,False,False
C3,1272_636_333_43,25,2,False,False,False
C3,1273_197_590_51,25,2,True,False,False
C3,1274_271_636_19,25,2,True,False,False
C3,1274_271_636_19,35,2,False,True,False
C3,1275_333_320_51,25,2,False,False,False
C3,1276_1405_1406_16,25,2,False,False,False
C3,1277_1177_940_7,25,2,False,False,False
C3,1278_333_143_1,25,2,True,False,False
C3,1279_320_257_7,25,2,False,True,False
C3,127_721_474_5,25,2,False,False,False
C3,127_721_474_5,35,2,False,True,False
C3,1280_327_664_51,25,2,False,False,False
C3,1280_327_664_51,35,2,False,True,False
C3,1281_454_258_5,25,2,False,False,False
C3,1282_143_1304_5,25,2,False,True,False
C3,1283_957_983_5,25,2,False,True,False
C3,1283_957_983_5,35,2,False,True,False
C3,1285_1044_1045_21,25,2,False,False,False
C3,1286_333_198_5,25,2,False,False,False
C3,1287_197_101_16,25,2,False,False,False
C3,1287_197_101_16,35,2,False,False,False
C3,1288_957_1044_16,25,2,False,False,False
C3,1289_983_198_0,25,2,False,True,False
C3,128_1204_915_2,25,2,True,False,False
C3,128_1204_915_2,35,2,True,False,False
C3,1290_243_244_54,25,2,False,False,False
C3,1290_243_244_54,35,2,False,False,False
C3,1291_64_1332_54,25,2,False,True,False
C3,1292_96_242_20,25,2,True,False,False
C3,1293_780_783_26,25,2,False,False,False
C3,1294_636_637_21,25,2,False,False,False
C3,1295_957_197_22,25,2,False,True,False
C3,1296_186_96_24,25,2,False,False,False
C3,1297_1050_1211_45,25,2,False,True,False
C3,1297_1050_1211_45,35,2,True,False,False
C3,1298_780_64_24,25,2,True,True,True
C3,129_915_1140_2,25,2,True,False,False
C3,12_1489_679_13,25,2,False,True,False
C3,1300_197_637_24,25,2,False,False,False
C3,1300_197_637_24,35,2,False,False,False
C3,1301_1497_780_21,25,2,False,True,False
C3,1302_243_783_21,25,2,False,False,False
C3,1303_197_198_52,25,2,False,False,False
C3,1303_197_198_52,35,2,True,False,False
C3,1304_753_1050_35,25,2,False,False,False
C3,1304_753_1050_35,35,2,False,False,False
C3,1305_647_1211_43,25,2,False,True,False
C3,1306_779_865_43,25,2,False,True,False
C3,1307_403_505_48,25,2,False,True,False
C3,1308_419_1050_14,25,2,False,False,False
C3,1309_74_75_41,25,2,False,False,False
C3,1309_74_75_41,35,2,False,False,False
C3,130_597_970_42,25,2,False,True,False
C3,1310_419_865_35,25,2,False,False,False
C3,1311_779_780_41,25,2,False,False,False
C3,1312_735_909_44,25,2,True,False,False
C3,1312_735_909_44,35,2,True,False,False
C3,1313_382_244_49,25,2,False,False,False
C3,1313_382_244_49,35,2,False,False,False
C3,1314_1048_845_44,25,2,False,False,False
C3,1314_1048_845_44,35,2,False,False,False
C3,1315_338_779_47,25,2,False,False,False
C3,1316_383_865_27,25,2,False,False,False
C3,1317_865_244_27,25,2,False,False,False
C3,1317_865_244_27,35,2,False,True,False
C3,1318_456_1048_16,25,2,False,False,False
C3,1318_456_1048_16,35,2,False,False,False
C3,1319_252_740_36,25,2,False,False,False
C3,131_533_915_53,25,2,False,False,False
C3,131_533_915_53,35,2,False,False,False
C3,1320_735_382_27,25,2,False,False,False
C3,1321_779_186_27,25,2,False,False,False
C3,1321_779_186_27,35,2,False,False,False
C3,1322_865_1048_52,25,2,True,False,False
C3,1323_252_1141_27,25,2,False,True,False
C3,1323_252_1141_27,35,2,False,True,False
C3,1324_740_957_27,25,2,False,False,False
C3,1324_740_957_27,35,2,False,True,False
C3,1325_1048_501_21,25,2,False,True,False
C3,1326_272_782_15,25,2,True,False,False
C3,1327_735_779_21,25,2,True,False,False
C3,1328_988_989_14,25,2,True,False,False
C3,1329_740_980_14,25,2,False,False,False
C3,1330_1048_957_5,25,2,False,False,False
C3,1331_501_782_14,25,2,False,False,False
C3,1331_501_782_14,35,2,False,False,False
C3,1332_272_735_51,25,2,False,True,False
C3,1334_735_980_12,25,2,False,False,False
C3,1335_740_845_12,25,2,False,False,False
C3,1336_460_673_12,25,2,False,False,False
C3,1336_460_673_12,35,2,True,False,False
C3,1337_252_782_15,25,2,True,False,False
C3,1337_252_782_15,35,2,True,False,False
C3,1338_1131_461_59,25,2,False,False,False
C3,133_774_775_28,25,2,True,False,False
C3,1341_501_845_53,25,2,False,True,False
C3,1342_1040_1274_39,25,2,False,True,False
C3,1343_460_461_25,25,2,False,False,False
C3,1343_460_461_25,35,2,False,False,False
C3,1344_266_398_12,25,2,False,False,False
C3,1345_459_1274_51,25,2,False,False,False
C3,1346_637_1346_52,25,2,True,False,False
C3,1347_435_646_56,25,2,False,True,False
C3,1349_639_89_32,25,2,True,True,True
C3,134_784_785_48,25,2,False,False,False
C3,1350_877_1066_32,25,2,False,True,False
C3,1351_906_234_23,25,2,False,False,False
C3,1352_444_546_0,25,2,False,True,False
C3,1354_356_50_0,25,2,False,False,False
C3,1354_356_50_0,35,2,False,False,False
C3,1355_637_812_1,25,2,False,False,False
C3,1355_637_812_1,35,2,False,False,False
C3,1356_1039_546_31,25,2,False,False,False
C3,1357_421_422_54,25,2,False,True,False
C3,1357_421_422_54,35,2,False,False,False
C3,1358_1290_332_58,25,2,True,False,False
C3,135_1204_581_2,25,2,False,False,False
C3,135_1204_581_2,35,2,False,False,False
C3,1360_778_792_50,25,2,False,False,False
C3,1361_262_1429_38,25,2,False,False,False
C3,1362_1290_837_9,25,2,False,True,False
C3,1363_777_778_8,25,2,True,False,False
C3,1364_903_311_25,25,2,False,False,False
C3,1365_1290_1259_25,25,2,False,True,False
C3,1367_978_1290_44,25,2,False,True,False
C3,136_1416_299_29,25,2,True,True,True
C3,1370_690_691_46,25,2,False,True,False
C3,1371_1126_441_7,25,2,False,False,False
C3,1371_1126_441_7,35,2,False,False,False
C3,1372_159_81_53,25,2,False,False,False
C3,1374_707_1394_10,25,2,False,False,False
C3,1375_413_539_8,25,2,True,False,False
C3,1378_173_666_0,25,2,True,False,False
C3,1379_441_442_0,25,2,False,False,False
C3,1379_441_442_0,35,2,False,True,False
C3,137_506_1204_46,25,2,True,True,True
C3,1380_157_177_58,25,2,False,False,False
C3,1382_173_352_12,25,2,False,True,False
C3,1383_177_66_4,25,2,False,False,False
C3,1384_1066_81_34,25,2,True,False,False
C3,1385_50_869_41,25,2,False,False,False
C3,1385_50_869_41,35,2,False,False,False
C3,1386_1066_435_6,25,2,False,False,False
C3,1387_1360_1189_42,25,2,False,False,False
C3,1388_1072_1087_6,25,2,False,False,False
C3,1388_1072_1087_6,35,2,False,True,False
C3,1389_407_159_29,25,2,False,False,False
C3,138_112_1180_29,25,2,True,False,False
C3,1390_177_350_6,25,2,True,False,False
C3,1391_425_869_43,25,2,True,False,False
C3,1391_425_869_43,35,2,True,False,False
C3,1392_901_920_58,25,2,False,False,False
C3,1393_50_424_29,25,2,True,False,False
C3,1393_50_424_29,35,2,False,False,False
C3,1394_80_81_29,25,2,False,True,False
C3,1395_1087_177_9,25,2,False,False,False
C3,1395_1087_177_9,35,2,True,False,False
C3,1396_550_839_15,25,2,False,False,False
C3,1396_550_839_15,35,2,False,False,False
C3,1397_1408_1409_50,25,2,True,False,False
C3,1398_1352_1353_16,25,2,True,False,False
C3,1399_413_920_20,25,2,True,False,False
C3,139_653_1093_51,25,2,True,True,True
C3,13_219_191_1,25,2,False,False,False
C3,1400_1450_1451_48,25,2,False,False,False
C3,1401_869_920_50,25,2,False,True,False
C3,1403_1352_813_6,25,2,False,True,False
C3,1404_1087_127_16,25,2,False,False,False
C3,1404_1087_127_16,35,2,False,True,False
C3,1405_1475_674_16,25,2,False,False,False
C3,1406_589_571_46,25,2,False,False,False
C3,1407_664_1475_4,25,2,True,False,False
C3,1407_664_1475_4,35,2,False,True,False
C3,1408_441_920_34,25,2,False,False,False
C3,1409_245_1083_53,25,2,False,True,False
C3,140_586_1538_3,25,2,False,False,False
C3,140_586_1538_3,35,2,False,True,False
C3,1410_1006_650_53,25,2,False,False,False
C3,1410_1006_650_53,35,2,False,False,False
C3,1411_158_87_40,25,2,False,False,False
C3,1412_1087_1052_53,25,2,False,False,False
C3,1412_1087_1052_53,35,2,False,True,False
C3,1413_920_1052_39,25,2,False,False,False
C3,1414_1052_650_30,25,2,False,False,False
C3,1415_1052_1409_30,25,2,False,True,False
C3,1416_650_903_30,25,2,True,True,True
C3,1417_1052_50_48,25,2,False,False,False
C3,1418_1071_1052_10,25,2,False,False,False
C3,1419_1006_571_39,25,2,False,False,False
C3,141_831_586_38,25,2,True,False,False
C3,141_831_586_38,35,2,False,False,False
C3,1420_389_390_31,25,2,False,False,False
C3,1421_82_83_42,25,2,False,False,False
C3,1421_82_83_42,35,2,False,False,False
C3,1422_50_51_7,25,2,False,False,False
C3,1423_650_99_7,25,2,True,False,False
C3,1424_459_458_7,25,2,False,False,False
C3,1425_99_436_48,25,2,False,False,False
C3,1425_99_436_48,35,2,True,False,False
C3,1426_820_821_7,25,2,False,False,False
C3,1426_820_821_7,35,2,True,False,False
C3,1427_527_528_56,25,2,False,False,False
C3,1428_147_148_11,25,2,False,False,False
C3,1428_147_148_11,35,2,True,False,False
C3,1429_171_1006_8,25,2,False,False,False
C3,142_508_1521_5,25,2,False,False,False
C3,142_508_1521_5,35,2,False,False,False
C3,1430_159_147_43,25,2,False,False,False
C3,1431_1314_1315_53,25,2,True,False,False
C3,1432_1005_1006_46,25,2,False,False,False
C3,1432_1005_1006_46,35,2,False,False,False
C3,1434_304_887_56,25,2,False,False,False
C3,1435_1006_1315_57,25,2,False,True,False
C3,1435_1006_1315_57,35,2,False,True,False
C3,1436_1216_604_1,25,2,False,False,False
C3,1437_304_148_1,25,2,False,False,False
C3,1438_1315_1072_1,25,2,False,False,False
C3,1438_1315_1072_1,35,2,False,True,False
C3,1439_1216_683_46,25,2,False,False,False
C3,143_506_508_5,25,2,False,False,False
C3,143_506_508_5,35,2,False,False,False
C3,1441_148_905_1,25,2,False,False,False
C3,1443_148_401_51,25,2,False,False,False
C3,1444_683_912_51,25,2,False,False,False
C3,1445_1003_1004_25,25,2,False,False,False
C3,1446_449_450_7,25,2,True,True,True
C3,1446_449_450_7,35,2,False,True,False
C3,1447_767_891_36,25,2,False,True,False
C3,1447_767_891_36,35,2,False,True,False
C3,1448_1446_1447_36,25,2,False,False,False
C3,1449_83_1072_46,25,2,True,False,False
C3,1449_83_1072_46,35,2,False,False,False
C3,144_277_547_43,25,2,False,False,False
C3,1450_140_147_37,25,2,False,False,False
C3,1451_139_254_41,25,2,False,False,False
C3,1452_148_140_25,25,2,False,True,False
C3,1453_139_74_52,25,2,True,False,False
C3,1454_412_240_52,25,2,False,True,False
C3,1455_1465_450_59,25,2,False,False,False
C3,1456_678_140_58,25,2,False,False,False
C3,1457_8_445_33,25,2,False,False,False
C3,1458_450_74_52,25,2,True,False,False
C3,1459_139_140_21,25,2,True,False,False
C3,145_224_567_19,25,2,False,False,False
C3,1460_74_1072_59,25,2,True,False,False
C3,1460_74_1072_59,35,2,True,False,False
C3,1461_538_1386_44,25,2,False,False,False
C3,1463_791_140_40,25,2,False,False,False
C3,1464_277_234_43,25,2,False,False,False
C3,1465_240_678_41,25,2,False,False,False
C3,1465_240_678_41,35,2,False,False,False
C3,1466_1072_234_6,25,2,False,False,False
C3,1466_1072_234_6,35,2,True,False,False
C3,1467_767_74_25,25,2,False,False,False
C3,1467_767_74_25,35,2,False,True,False
C3,1469_560_561_15,25,2,False,False,False
C3,146_823_424_20,25,2,False,False,False
C3,146_823_424_20,35,2,False,False,False
C3,1470_460_277_7,25,2,False,False,False
C3,1470_460_277_7,35,2,False,False,False
C3,1471_276_1027_7,25,2,False,False,False
C3,1472_725_1221_59,25,2,False,True,False
C3,1473_276_277_59,25,2,False,False,False
C3,1474_1027_460_59,25,2,False,False,False
C3,1474_1027_460_59,35,2,False,False,False
C3,1475_560_653_6,25,2,False,False,False
C3,1475_560_653_6,35,2,False,False,False
C3,1476_675_314_6,25,2,False,False,False
C3,1477_276_460_56,25,2,False,True,False
C3,1478_1027_277_0,25,2,False,True,False
C3,147_1210_1224_20,25,2,True,False,False
C3,1480_1454_663_12,25,2,False,False,False
C3,1480_1454_663_12,35,2,False,False,False
C3,1481_276_501_12,25,2,True,False,False
C3,1481_276_501_12,35,2,True,False,False
C3,1482_460_183_12,25,2,False,False,False
C3,1483_560_909_27,25,2,True,False,False
C3,1483_560_909_27,35,2,True,False,False
C3,1484_1027_1063_27,25,2,True,False,False
C3,1484_1027_1063_27,35,2,True,True,True
C3,1485_1040_675_12,25,2,True,False,False
C3,1486_425_561_50,25,2,False,False,False
C3,1487_1027_461_26,25,2,False,False,False
C3,1487_1027_461_26,35,2,False,True,False
C3,1488_675_276_33,25,2,False,True,False
C3,1489_544_430_1,25,2,False,False,False
C3,148_586_653_38,25,2,True,False,False
C3,1490_604_605_1,25,2,True,False,False
C3,1491_1119_1547_1,25,2,False,False,False
C3,1492_183_1026_50,25,2,False,False,False
C3,1493_312_254_23,25,2,False,False,False
C3,1493_312_254_23,35,2,True,False,False
C3,1494_714_283_7,25,2,False,False,False
C3,1495_705_568_21,25,2,False,False,False
C3,1496_495_638_34,25,2,False,False,False
C3,1496_495_638_34,35,2,True,False,False
C3,1497_82_905_46,25,2,False,True,False
C3,1498_155_1503_30,25,2,False,True,False
C3,1499_900_901_30,25,2,False,False,False
C3,149_248_1035_51,25,2,False,False,False
C3,1500_1424_1002_30,25,2,False,False,False
C3,1500_1424_1002_30,35,2,False,True,False
C3,1501_41_42_30,25,2,False,False,False
C3,1501_41_42_30,35,2,False,False,False
C3,1502_151_905_29,25,2,True,False,False
C3,1503_900_705_29,25,2,False,False,False
C3,1504_1033_1034_59,25,2,False,True,False
C3,1504_1033_1034_59,35,2,False,True,False
C3,1505_151_80_3,25,2,False,False,False
C3,1506_1445_1387_6,25,2,False,False,False
C3,1507_900_407_59,25,2,False,False,False
C3,1508_357_358_29,25,2,False,False,False
C3,1509_546_151_31,25,2,False,False,False
C3,1510_1458_949_34,25,2,False,False,False
C3,1513_425_705_59,25,2,False,False,False
C3,1514_647_1034_48,25,2,False,False,False
C3,1514_647_1034_48,35,2,False,False,False
C3,1516_362_155_23,25,2,True,False,False
C3,1517_151_435_26,25,2,False,True,False
C3,1518_1002_227_3,25,2,True,True,True
C3,151_1396_1252_51,25,2,False,False,False
C3,151_1396_1252_51,35,2,False,False,False
C3,1521_478_479_30,25,2,True,False,False
C3,1522_102_1186_42,25,2,False,False,False
C3,1523_435_357_42,25,2,False,False,False
C3,1524_568_569_33,25,2,True,False,False
C3,1525_638_1002_56,25,2,False,False,False
C3,1526_949_834_23,25,2,False,False,False
C3,1527_42_1083_34,25,2,True,False,False
C3,1527_42_1083_34,35,2,False,False,False
C3,1528_949_1090_16,25,2,False,False,False
C3,1529_42_675_50,25,2,False,True,False
C3,1529_42_675_50,35,2,False,True,False
C3,1530_820_401_23,25,2,True,False,False
C3,1531_1247_568_42,25,2,False,False,False
C3,1532_820_891_18,25,2,True,False,False
C3,1533_949_777_46,25,2,False,False,False
C3,1534_698_677_46,25,2,False,True,False
C3,1535_568_42_8,25,2,False,False,False
C3,1535_568_42_8,35,2,False,False,False
C3,1536_1005_1090_42,25,2,False,False,False
C3,1537_638_401_19,25,2,False,False,False
C3,1537_638_401_19,35,2,True,False,False
C3,1538_105_106_19,25,2,False,False,False
C3,1538_105_106_19,35,2,False,False,False
C3,153_297_84_14,25,2,False,False,False
C3,1540_447_663_23,25,2,False,False,False
C3,1540_447_663_23,35,2,False,False,False
C3,1541_569_647_34,25,2,False,False,False
C3,1542_568_676_23,25,2,False,True,False
C3,1543_638_712_10,25,2,True,False,False
C3,1543_638_712_10,35,2,False,True,False
C3,1544_105_155_10,25,2,False,False,False
C3,1545_106_1005_10,25,2,False,False,False
C3,1546_305_1073_16,25,2,False,False,False
C3,1547_676_677_16,25,2,True,False,False
C3,1547_676_677_16,35,2,True,False,False
C3,1548_580_105_53,25,2,False,False,False
C3,1548_580_105_53,35,2,False,False,False
C3,1549_950_951_53,25,2,False,False,False
C3,154_831_424_41,25,2,False,False,False
C3,154_831_424_41,35,2,False,False,False
C3,1550_42_106_23,25,2,True,True,True
C3,1551_638_569_27,25,2,False,False,False
C3,1551_638_569_27,35,2,False,False,False
C3,1552_155_106_16,25,2,False,False,False
C3,1553_105_425_26,25,2,True,False,False
C3,1554_560_155_50,25,2,False,False,False
C3,1555_677_299_16,25,2,True,False,False
C3,1555_677_299_16,35,2,True,False,False
C3,1556_227_399_33,25,2,False,False,False
C3,1557_106_41_30,25,2,False,False,False
C3,1558_1022_399_44,25,2,True,False,False
C3,1559_604_495_50,25,2,False,True,False
C3,155_586_203_14,25,2,False,True,False
C3,1560_1249_1077_31,25,2,False,False,False
C3,1560_1249_1077_31,35,2,False,True,False
C3,1561_1388_1273_46,25,2,True,True,True
C3,1562_495_769_10,25,2,False,False,False
C3,1563_1028_753_12,25,2,False,False,False
C3,1563_1028_753_12,35,2,False,False,False
C3,1564_26_885_12,25,2,False,True,False
C3,1565_1216_314_51,25,2,False,False,False
C3,1566_1028_1159_51,25,2,False,False,False
C3,1567_1216_885_45,25,2,False,True,False
C3,1568_749_1028_23,25,2,False,False,False
C3,156_1354_1355_27,25,2,False,False,False
C3,156_1354_1355_27,35,2,True,False,False
C3,1570_918_1350_10,25,2,False,False,False
C3,1571_294_885_41,25,2,False,True,False
C3,1572_749_459_20,25,2,False,True,False
C3,1573_1028_41_20,25,2,False,True,False
C3,1573_1028_41_20,35,2,False,True,False
C3,1574_330_576_20,25,2,False,False,False
C3,1574_330_576_20,35,2,False,True,False
C3,1575_1343_560_20,25,2,False,False,False
C3,1576_917_918_44,25,2,False,True,False
C3,1577_549_329_49,25,2,False,False,False
C3,1578_1012_1518_23,25,2,True,False,False
C3,1578_1012_1518_23,35,2,True,True,True
C3,1579_749_549_29,25,2,False,False,False
C3,1581_1343_918_22,25,2,False,False,False
C3,1582_164_549_24,25,2,False,False,False
C3,1583_329_330_39,25,2,False,False,False
C3,1583_329_330_39,35,2,False,False,False
C3,1584_917_605_50,25,2,False,False,False
C3,1585_75_918_41,25,2,False,False,False
C3,1585_75_918_41,35,2,False,False,False
C3,1586_1343_1335_50,25,2,False,True,False
C3,1587_549_550_41,25,2,False,False,False
C3,1588_917_647_41,25,2,True,False,False
C3,1589_25_790_6,25,2,False,False,False
C3,158_127_1014_27,25,2,False,True,False
C3,1590_329_550_34,25,2,False,False,False
C3,1591_1343_458_48,25,2,False,False,False
C3,1591_1343_458_48,35,2,False,True,False
C3,1592_626_647_40,25,2,False,True,False
C3,1593_25_75_36,25,2,False,False,False
C3,1593_25_75_36,35,2,False,False,False
C3,1594_790_834_40,25,2,False,False,False
C3,1594_790_834_40,35,2,False,False,False
C3,1595_329_436_40,25,2,False,False,False
C3,1596_1393_1241_16,25,2,False,False,False
C3,1596_1393_1241_16,35,2,False,False,False
C3,1597_550_980_40,25,2,True,False,False
C3,1598_790_179_54,25,2,True,False,False
C3,159_47_926_23,25,2,False,False,False
C3,15_475_440_0,25,2,True,False,False
C3,1600_80_25_26,25,2,False,False,False
C3,1600_80_25_26,35,2,False,False,False
C3,1601_892_283_46,25,2,False,True,False
C3,1602_319_790_39,25,2,False,False,False
C3,1603_1002_1189_19,25,2,False,True,False
C3,1604_757_283_19,25,2,False,False,False
C3,1605_107_108_59,25,2,False,True,False
C3,1606_251_252_29,25,2,False,False,False
C3,1607_366_795_45,25,2,False,False,False
C3,1608_561_342_50,25,2,False,False,False
C3,1609_1229_833_7,25,2,True,False,False
C3,160_844_247_34,25,2,True,False,False
C3,1611_626_251_60,25,2,True,False,False
C3,1612_1485_1197_2,25,2,False,False,False
C3,1613_9_436_58,25,2,False,False,False
C3,1614_251_725_2,25,2,False,False,False
C3,1615_375_516_49,25,2,False,False,False
C3,1616_1399_89_0,25,2,True,False,False
C3,1617_521_1348_2,25,2,True,False,False
C3,1617_521_1348_2,35,2,True,False,False
C3,1618_545_110_57,25,2,True,False,False
C3,1619_1205_428_57,25,2,False,False,False
C3,1620_251_516_57,25,2,False,False,False
C3,1620_251_516_57,35,2,False,False,False
C3,1621_428_1002_2,25,2,True,True,True
C3,1622_1014_107_12,25,2,True,True,True
C3,1623_1399_110_12,25,2,False,False,False
C3,1623_1399_110_12,35,2,False,True,False
C3,1624_399_725_10,25,2,False,False,False
C3,1625_516_978_12,25,2,False,False,False
C3,1626_1448_1449_12,25,2,False,False,False
C3,1628_516_256_2,25,2,False,True,False
C3,1629_184_185_2,25,2,False,False,False
C3,1629_184_185_2,35,2,False,True,False
C3,162_203_247_23,25,2,True,False,False
C3,1630_1213_761_1,25,2,True,False,False
C3,1631_257_258_21,25,2,False,False,False
C3,1632_626_347_2,25,2,False,False,False
C3,1632_626_347_2,35,2,False,False,False
C3,1634_428_761_10,25,2,True,False,False
C3,1635_1213_790_29,25,2,True,False,False
C3,1636_428_184_7,25,2,False,True,False
C3,1638_1213_1097_38,25,2,False,False,False
C3,1638_1213_1097_38,35,2,False,True,False
C3,1639_184_166_38,25,2,False,False,False
C3,163_47_1035_42,25,2,True,False,False
C3,1641_486_487_38,25,2,False,True,False
C3,1642_1160_540_32,25,2,False,False,False
C3,1643_712_1164_27,25,2,False,False,False
C3,1644_175_478_38,25,2,True,False,False
C3,1645_1213_753_27,25,2,False,False,False
C3,1646_254_571_56,25,2,True,True,True
C3,1648_907_649_23,25,2,True,False,False
C3,1648_907_649_23,35,2,False,False,False
C3,1649_390_480_30,25,2,False,True,False
C3,1650_432_1413_30,25,2,False,False,False
C3,1650_432_1413_30,35,2,False,True,False
C3,1651_1331_1067_30,25,2,False,True,False
C3,1652_462_665_51,25,2,False,False,False
C3,1653_834_545_40,25,2,True,False,False
C3,1654_895_1321_17,25,2,False,False,False
C3,1656_335_628_34,25,2,False,False,False
C3,1658_233_234_6,25,2,False,True,False
C3,1658_233_234_6,35,2,True,True,True
C3,1659_363_895_14,25,2,False,True,False
C3,165_297_247_30,25,2,False,False,False
C3,1660_107_432_2,25,2,False,True,False
C3,1661_892_824_60,25,2,False,True,False
C3,1662_136_1214_60,25,2,False,False,False
C3,1662_136_1214_60,35,2,False,False,False
C3,1663_182_1328_60,25,2,False,True,False
C3,1664_481_1426_16,25,2,True,True,True
C3,1665_1474_1340_12,25,2,False,False,False
C3,1666_1068_1245_57,25,2,False,True,False
C3,1667_209_462_5,25,2,False,False,False
C3,1667_209_462_5,35,2,False,False,False
C3,1669_882_826_58,25,2,False,False,False
C3,166_1203_1514_30,25,2,True,True,True
C3,1670_432_1245_58,25,2,False,False,False
C3,1671_157_895_4,25,2,True,False,False
C3,1672_614_353_4,25,2,True,False,False
C3,1674_295_296_10,25,2,False,False,False
C3,1675_432_445_23,25,2,False,True,False
C3,1676_209_175_37,25,2,False,True,False
C3,1676_209_175_37,35,2,False,True,False
C3,1678_296_1245_39,25,2,False,False,False
C3,1679_432_614_39,25,2,False,True,False
C3,1679_432_614_39,35,2,True,True,True
C3,167_203_1035_50,25,2,True,False,False
C3,1680_445_888_39,25,2,True,False,False
C3,1681_311_331_32,25,2,False,False,False
C3,1682_751_1049_43,25,2,False,False,False
C3,1683_614_1245_14,25,2,True,True,True
C3,1684_847_1123_14,25,2,False,False,False
C3,1685_882_576_13,25,2,False,False,False
C3,1686_751_120_14,25,2,False,True,False
C3,1687_697_365_14,25,2,False,False,False
C3,1688_614_813_46,25,2,True,False,False
C3,1689_1498_1499_37,25,2,False,False,False
C3,168_247_248_50,25,2,False,True,False
C3,1690_707_283_0,25,2,False,True,False
C3,1691_614_705_43,25,2,False,True,False
C3,1693_697_565_46,25,2,False,True,False
C3,1694_223_739_36,25,2,False,False,False
C3,1695_707_365_39,25,2,False,False,False
C3,1696_1031_1021_39,25,2,False,False,False
C3,1697_882_847_30,25,2,False,False,False
C3,1699_312_739_56,25,2,True,True,True
C3,169_831_774_23,25,2,False,False,False
C3,169_831_774_23,35,2,True,False,False
C3,1700_564_565_54,25,2,False,False,False
C3,1701_365_366_54,25,2,True,False,False
C3,1702_565_443_54,25,2,False,False,False
C3,1703_564_847_56,25,2,False,False,False
C3,1704_1164_347_9,25,2,False,True,False
C3,1705_421_847_40,25,2,True,True,True
C3,1706_365_226_53,25,2,False,False,False
C3,1707_809_1495_53,25,2,False,True,False
C3,1708_656_847_27,25,2,False,False,False
C3,1709_731_732_51,25,2,True,True,True
C3,170_247_112_23,25,2,False,True,False
C3,1710_765_766_40,25,2,False,True,False
C3,1711_107_365_40,25,2,False,True,False
C3,1712_1223_986_4,25,2,True,False,False
C3,1712_1223_986_4,35,2,False,False,False
C3,1713_847_1178_4,25,2,False,False,False
C3,1714_877_589_0,25,2,True,False,False
C3,1716_1435_651_52,25,2,False,True,False
C3,1717_766_762_2,25,2,False,False,False
C3,1718_100_847_2,25,2,True,True,True
C3,1719_366_548_54,25,2,False,True,False
C3,171_248_506_23,25,2,False,True,False
C3,1720_60_61_54,25,2,False,True,False
C3,1721_846_847_57,25,2,False,False,False
C3,1722_1367_1368_52,25,2,True,False,False
C3,1723_239_1178_24,25,2,False,False,False
C3,1723_239_1178_24,35,2,False,False,False
C3,1724_109_402_58,25,2,False,False,False
C3,1725_442_64_34,25,2,False,False,False
C3,1725_442_64_34,35,2,False,True,False
C3,1726_1004_1104_26,25,2,False,True,False
C3,1727_1151_667_34,25,2,False,True,False
C3,1727_1151_667_34,35,2,True,False,False
C3,1728_239_1068_58,25,2,True,False,False
C3,172_822_835_18,25,2,False,False,False
C3,1730_1172_1096_28,25,2,True,False,False
C3,1730_1172_1096_28,35,2,False,False,False
C3,1731_1178_448_54,25,2,False,False,False
C3,1731_1178_448_54,35,2,False,False,False
C3,1732_1164_1137_6,25,2,False,False,False
C3,1732_1164_1137_6,35,2,False,False,False
C3,1733_1077_675_10,25,2,True,False,False
C3,1733_1077_675_10,35,2,False,True,False
C3,1734_1096_461_30,25,2,False,False,False
C3,1734_1096_461_30,35,2,True,False,False
C3,1735_184_1178_27,25,2,True,False,False
C3,1736_632_312_14,25,2,False,False,False
C3,1736_632_312_14,35,2,False,True,False
C3,1737_374_375_47,25,2,False,False,False
C3,1737_374_375_47,35,2,False,False,False
C3,1738_897_1241_2,25,2,True,False,False
C3,1739_711_75_17,25,2,False,False,False
C3,173_203_248_35,25,2,False,False,False
C3,173_203_248_35,35,2,False,False,False
C3,1740_897_461_24,25,2,False,False,False
C3,1741_1241_374_41,25,2,False,True,False
C3,1742_375_403_24,25,2,False,False,False
C3,1743_897_375_43,25,2,False,False,False
C3,1744_403_1241_42,25,2,True,False,False
C3,1746_1491_111_11,25,2,False,False,False
C3,1747_330_110_7,25,2,False,False,False
C3,1747_330_110_7,35,2,False,True,False
C3,1748_757_892_16,25,2,False,False,False
