game,msgs_raw,msgs_nosel,rounds,score,score_anomaly,utterances,pairs,unpaired,first_speaker,drop_reason,kept
1401_869_920_50,117,83,5,30,False,55,27,1,920,,True
1402_613_171_20,101,71,5,30,False,49,24,1,171,below_floor,False
1403_1352_813_6,109,79,5,30,False,54,27,0,1352,,True
1404_1087_127_16,166,126,5,29,False,93,46,1,127,,True
1405_1475_674_16,125,95,5,30,False,68,34,0,1475,,True
1406_589_571_46,115,84,5,30,False,55,27,1,571,,True
1407_664_1475_4,138,104,5,29,False,73,36,1,664,,True
1408_441_920_34,111,81,5,29,False,56,28,0,920,,True
1409_245_1083_53,112,77,5,30,False,50,25,0,245,,True
140_586_1538_3,124,92,5,29,False,73,36,1,1538,,True
1410_1006_650_53,162,128,5,30,False,84,42,0,1006,,True
1411_158_87_40,139,101,5,29,False,69,34,1,158,,True
1412_1087_1052_53,128,92,5,28,False,71,35,1,1052,,True
1413_920_1052_39,101,71,5,28,False,51,25,1,1052,,True
1414_1052_650_30,121,91,5,28,False,69,34,1,650,,True
1415_1052_1409_30,110,80,5,28,False,66,33,0,1052,,True
1416_650_903_30,123,93,5,30,False,65,32,1,650,,True
1417_1052_50_48,128,97,5,26,False,69,34,1,50,,True
1418_1071_1052_10,123,90,5,29,False,64,32,0,1071,,True
1419_1006_571_39,117,82,5,27,False,60,30,0,571,,True
141_831_586_38,143,112,5,30,False,79,39,1,831,,True
1420_389_390_31,109,77,5,29,False,62,31,0,389,,True
1421_82_83_42,171,138,5,27,False,104,52,0,83,,True
1422_50_51_7,119,84,5,30,False,69,34,1,50,,True
1423_650_99_7,108,77,5,30,False,52,26,0,650,,True
1424_459_458_7,116,84,5,30,False,67,33,1,458,,True
1425_99_436_48,140,105,5,29,False,72,36,0,436,,True
1426_820_821_7,147,111,5,30,False,77,38,1,820,,True
1427_527_528_56,124,81,5,30,False,58,29,0,528,,True
1428_147_148_11,123,92,5,29,False,70,35,0,147,,True
1429_171_1006_8,115,82,5,29,False,63,31,1,171,,True
142_508_1521_5,120,89,5,29,False,72,36,0,508,,True
1430_159_147_43,122,79,5,27,False,59,29,1,159,,True
1431_1314_1315_53,109,79,5,30,False,56,28,0,1314,,True
1432_1005_1006_46,124,91,5,27,False,74,37,0,1006,,True
1433_171_87_49,102,72,5,29,False,46,23,0,87,below_floor,False
1434_304_887_56,110,78,5,29,False,54,27,0,887,,True
1435_1006_1315_57,143,112,5,30,False,80,40,0,1315,,True
1436_1216_604_1,119,88,5,26,False,57,28,1,604,,True
1437_304_148_1,110,75,5,28,False,53,26,1,304,,True
1438_1315_1072_1,127,97,5,29,False,78,39,0,1315,,True
1439_1216_683_46,112,80,5,29,False,57,28,1,683,,True
143_506_508_5,130,99,5,28,False,81,40,1,508,,True
1440_1104_940_40,101,71,5,28,False,49,24,1,940,below_floor,False
1441_148_905_1,109,79,5,30,False,60,30,0,148,,True
1442_147_905_49,95,64,5,28,False,49,24,1,147,below_floor,False
1443_148_401_51,123,93,5,28,False,64,32,0,401,,True
1444_683_912_51,116,83,5,29,False,59,29,1,912,,True
1445_1003_1004_25,96,66,5,30,False,52,26,0,1003,,True
1446_449_450_7,132,99,5,29,False,79,39,1,450,,True
1447_767_891_36,178,144,5,28,False,97,48,1,767,,True
1448_1446_1447_36,125,94,5,24,False,63,31,1,1446,,True
1449_83_1072_46,116,86,5,30,False,70,35,0,83,,True
144_277_547_43,129,99,5,30,False,67,33,1,547,,True
1450_140_147_37,107,75,5,25,False,59,29,1,147,,True
1451_139_254_41,112,82,5,30,False,64,32,0,139,,True
1452_148_140_25,118,87,5,28,False,62,31,0,140,,True
1453_139_74_52,107,77,5,30,False,54,27,0,74,,True
1454_412_240_52,112,79,5,30,False,55,27,1,240,,True
1455_1465_450_59,106,76,5,30,False,56,28,0,450,,True
1456_678_140_58,115,84,5,29,False,60,30,0,678,,True
1457_8_445_33,109,78,5,30,False,52,26,0,8,,True
1458_450_74_52,90,60,5,29,False,52,26,0,74,,True
1459_139_140_21,114,84,5,28,False,55,27,1,140,,True
145_224_567_19,111,81,5,29,False,63,31,1,567,,True
1460_74_1072_59,122,90,5,30,False,73,36,1,1072,,True
1461_538_1386_44,130,99,5,30,False,65,32,1,538,,True
1462_1136_1137_6,105,75,5,29,False,49,24,1,1136,below_floor,False
1463_791_140_40,115,85,5,28,False,58,29,0,140,,True
1464_277_234_43,114,84,5,30,False,66,33,0,234,,True
1465_240_678_41,130,95,5,30,False,70,35,0,678,,True
1466_1072_234_6,127,96,5,30,False,77,38,1,1072,,True
1467_767_74_25,148,116,5,30,False,72,36,0,74,,True
1468_1357_1358_7,96,66,5,30,False,45,22,1,1357,below_floor,False
1469_560_561_15,113,82,5,30,False,62,31,0,561,,True
146_823_424_20,127,96,5,30,False,73,36,1,823,,True
1470_460_277_7,138,107,5,27,False,74,37,0,277,,True
1471_276_1027_7,131,100,5,30,False,67,33,1,1027,,True
1472_725_1221_59,108,77,5,30,False,50,25,0,725,,True
1473_276_277_59,111,80,5,28,False,56,28,0,277,,True
1474_1027_460_59,162,131,5,27,False,88,44,0,1027,,True
1475_560_653_6,131,99,5,30,False,78,39,0,653,,True
1476_675_314_6,135,102,5,27,False,66,33,0,675,,True
1477_276_460_56,122,92,5,29,False,63,31,1,276,,True
1478_1027_277_0,126,94,5,28,False,57,28,1,1027,,True
1479_561_940_6,101,71,5,30,False,48,24,0,561,below_floor,False
147_1210_1224_20,118,87,5,30,False,62,31,0,1210,,True
1480_1454_663_12,170,136,5,27,False,102,51,0,1454,,True
1481_276_501_12,138,106,5,29,False,70,35,0,276,,True
1482_460_183_12,129,98,5,28,False,67,33,1,183,,True
1483_560_909_27,151,118,5,26,False,81,40,1,560,,True
1484_1027_1063_27,136,105,5,28,False,74,37,0,1027,,True
1485_1040_675_12,114,83,5,29,False,60,30,0,675,,True
1486_425_561_50,114,82,5,27,False,65,32,1,561,,True
1487_1027_461_26,140,109,5,30,False,78,39,0,1027,,True
1488_675_276_33,115,85,5,30,False,61,30,1,276,,True
1489_544_430_1,120,88,5,30,False,68,34,0,544,,True
148_586_653_38,121,90,5,29,False,61,30,1,653,,True
1490_604_605_1,105,73,5,28,False,55,27,1,604,,True
1491_1119_1547_1,112,82,5,30,False,68,34,0,1547,,True
1492_183_1026_50,92,62,5,17,False,51,25,1,183,,True
1493_312_254_23,132,102,5,28,False,77,38,1,312,,True
1494_714_283_7,127,96,5,30,False,66,33,0,714,,True
1495_705_568_21,106,75,5,30,False,52,26,0,705,,True
1496_495_638_34,117,87,5,29,False,72,36,0,495,,True
1497_82_905_46,120,90,5,30,False,64,32,0,905,,True
1498_155_1503_30,104,74,5,28,False,55,27,1,155,,True
1499_900_901_30,100,70,5,28,False,56,28,0,900,,True
149_248_1035_51,109,79,5,30,False,61,30,1,1035,,True
14_947_112_1,101,68,5,28,False,48,24,0,112,below_floor,False
1500_1424_1002_30,131,99,5,27,False,70,35,0,1002,,True
1501_41_42_30,169,138,5,29,False,110,55,0,41,,True
1502_151_905_29,98,68,5,29,False,51,25,1,151,,True
1503_900_705_29,102,72,5,28,False,51,25,1,705,,True
1504_1033_1034_59,114,84,5,30,False,70,35,0,1033,,True
1505_151_80_3,102,72,5,30,False,60,30,0,151,,True
1506_1445_1387_6,118,86,5,28,False,58,29,0,1445,,True
1507_900_407_59,107,77,5,30,False,53,26,1,900,,True
1508_357_358_29,118,88,5,30,False,65,32,1,358,,True
1509_546_151_31,103,71,5,27,False,51,25,1,151,,True
150_99_149_51,91,61,5,30,False,45,22,1,99,below_floor,False
1510_1458_949_34,120,90,5,27,False,59,29,1,1458,,True
1511_820_1221_59,107,73,5,28,False,45,22,1,1221,below_floor,False
1512_1167_151_18,105,73,5,30,False,48,24,0,1167,below_floor,False
1513_425_705_59,103,72,5,28,False,58,29,0,705,,True
1514_647_1034_48,134,103,5,27,False,80,40,0,647,,True
1515_1320_575_57,107,77,5,28,False,47,23,1,1320,below_floor,False
1516_362_155_23,112,81,5,27,False,54,27,0,362,,True
1517_151_435_26,103,73,5,28,False,62,31,0,151,,True
1518_1002_227_3,112,80,5,30,False,56,28,0,227,,True
1519_820_949_2,109,78,5,28,False,46,23,0,949,below_floor,False
151_1396_1252_51,120,90,5,29,False,78,39,0,1252,,True
1520_901_575_29,100,70,5,30,False,46,23,0,575,below_floor,False
1521_478_479_30,105,75,5,29,False,50,25,0,479,,True
1522_102_1186_42,99,69,5,27,False,59,29,1,102,,True
1523_435_357_42,116,86,5,26,False,63,31,1,357,,True
1524_568_569_33,106,75,5,27,False,55,27,1,568,,True
1525_638_1002_56,122,92,5,28,False,68,34,0,1002,,True
1526_949_834_23,123,88,5,25,False,63,31,1,949,,True
1527_42_1083_34,152,110,5,28,False,77,38,1,1083,,True
1528_949_1090_16,110,75,5,27,False,54,27,0,949,,True
1529_42_675_50,139,101,5,29,False,72,36,0,675,,True
152_586_587_46,105,74,5,29,False,49,24,1,587,below_floor,False
1530_820_401_23,132,97,5,28,False,67,33,1,820,,True
1531_1247_568_42,120,89,5,27,False,60,30,0,568,,True
1532_820_891_18,125,91,5,28,False,61,30,1,891,,True
1533_949_777_46,122,86,5,28,False,62,31,0,949,,True
1534_698_677_46,132,99,5,30,False,60,30,0,677,,True
1535_568_42_8,157,123,5,28,False,83,41,1,568,,True
1536_1005_1090_42,107,74,5,25,False,52,26,0,1005,,True
1537_638_401_19,126,96,5,28,False,72,36,0,401,,True
1538_105_106_19,141,110,5,28,False,72,36,0,106,,True
1539_712_777_53,113,79,5,30,False,49,24,1,712,below_floor,False
153_297_84_14,115,84,5,30,False,52,26,0,297,,True
1540_447_663_23,124,94,5,26,False,70,35,0,447,,True
1541_569_647_34,104,74,5,28,False,56,28,0,569,,True
1542_568_676_23,118,88,5,30,False,66,33,0,568,,True
1543_638_712_10,184,144,5,27,False,99,49,1,712,,True
1544_105_155_10,102,72,5,28,False,51,25,1,155,,True
1545_106_1005_10,119,86,5,28,False,61,30,1,106,,True
1546_305_1073_16,108,77,5,28,False,61,30,1,1073,,True
1547_676_677_16,137,106,5,30,False,71,35,1,676,,True
1548_580_105_53,122,91,5,24,False,70,35,0,105,,True
1549_950_951_53,102,71,5,27,False,50,25,0,951,,True
154_831_424_41,139,108,5,30,False,75,37,1,831,,True
1550_42_106_23,125,90,5,28,False,64,32,0,106,,True
1551_638_569_27,132,98,5,29,False,72,36,0,569,,True
1552_155_106_16,109,79,5,27,False,54,27,0,106,,True
1553_105_425_26,114,84,5,28,False,65,32,1,105,,True
1554_560_155_50,106,70,5,29,False,63,31,1,560,,True
1555_677_299_16,149,115,5,30,False,75,37,1,299,,True
1556_227_399_33,127,90,5,28,False,69,34,1,399,,True
1557_106_41_30,111,80,5,27,False,58,29,0,106,,True
1558_1022_399_44,125,94,5,29,False,68,34,0,1022,,True
1559_604_495_50,119,86,5,28,False,66,33,0,495,,True
155_586_203_14,120,90,5,29,False,64,32,0,586,,True
1560_1249_1077_31,127,97,5,30,False,74,37,0,1077,,True
1561_1388_1273_46,120,89,5,28,False,58,29,0,1388,,True
1562_495_769_10,114,84,5,30,False,62,31,0,495,,True
1563_1028_753_12,152,120,5,25,False,80,40,0,1028,,True
1564_26_885_12,111,79,5,30,False,60,30,0,26,,True
1565_1216_314_51,121,89,5,27,False,68,34,0,1216,,True
1566_1028_1159_51,129,99,5,22,False,65,32,1,1159,,True
1567_1216_885_45,111,81,5,30,False,62,31,0,885,,True
1568_749_1028_23,104,74,5,27,False,51,25,1,749,,True
1569_917_1343_10,105,75,5,30,False,45,22,1,917,below_floor,False
156_1354_1355_27,158,126,5,26,False,94,47,0,1355,,True
1570_918_1350_10,112,81,5,30,False,67,33,1,918,,True
1571_294_885_41,110,79,5,28,False,56,28,0,885,,True
1572_749_459_20,106,76,5,29,False,54,27,0,459,,True
1573_1028_41_20,124,93,5,27,False,79,39,1,1028,,True
1574_330_576_20,135,103,5,30,False,71,35,1,330,,True
1575_1343_560_20,122,90,5,30,False,61,30,1,560,,True
1576_917_918_44,113,79,5,29,False,56,28,0,917,,True
1577_549_329_49,98,67,5,30,False,53,26,1,329,,True
1578_1012_1518_23,136,106,5,30,False,97,48,1,1012,,True
1579_749_549_29,98,68,5,29,False,54,27,0,549,,True
157_1101_1262_27,97,65,5,28,False,46,23,0,1262,below_floor,False
1580_917_329_22,96,66,5,29,False,40,20,0,917,below_floor,False
1581_1343_918_22,97,67,5,30,False,55,27,1,918,,True
1582_164_549_24,102,72,5,30,False,52,26,0,549,,True
1583_329_330_39,131,101,5,30,False,80,40,0,329,,True
1584_917_605_50,107,77,5,30,False,51,25,1,605,,True
1585_75_918_41,132,101,5,26,False,76,38,0,918,,True
1586_1343_1335_50,105,74,5,30,False,55,27,1,1335,,True
1587_549_550_41,110,80,5,30,False,61,30,1,550,,True
1588_917_647_41,109,78,5,28,False,55,27,1,647,,True
1589_25_790_6,113,83,5,30,False,55,27,1,790,,True
158_127_1014_27,125,95,5,28,False,68,34,0,127,,True
1590_329_550_34,115,83,5,30,False,61,30,1,329,,True
1591_1343_458_48,129,97,5,30,False,78,39,0,1343,,True
1592_626_647_40,117,87,5,28,False,62,31,0,626,,True
1593_25_75_36,127,97,5,29,False,73,36,1,75,,True
1594_790_834_40,137,107,5,30,False,71,35,1,834,,True
1595_329_436_40,116,86,5,30,False,64,32,0,436,,True
1596_1393_1241_16,170,127,5,29,False,88,44,0,1393,,True
1597_550_980_40,113,83,5,30,False,53,26,1,980,,True
1598_790_179_54,135,100,5,29,False,68,34,0,790,,True
1599_1278_757_9,120,75,5,30,False,49,24,1,1278,below_floor,False
159_47_926_23,106,76,5,30,False,56,28,0,47,,True
15_475_440_0,118,86,5,29,False,62,31,0,440,,True
1600_80_25_26,129,90,5,28,False,75,37,1,80,,True
1601_892_283_46,136,105,5,30,False,64,32,0,283,,True
1602_319_790_39,135,99,5,30,False,55,27,1,790,,True
1603_1002_1189_19,108,76,5,28,False,60,30,0,1189,,True
1604_757_283_19,143,101,5,30,False,62,31,0,283,,True
1605_107_108_59,109,79,5,30,False,68,34,0,107,,True
1606_251_252_29,111,81,5,30,False,52,26,0,251,,True
1607_366_795_45,118,86,5,28,False,61,30,1,795,,True
1608_561_342_50,110,78,5,28,False,62,31,0,342,,True
1609_1229_833_7,118,87,5,30,False,56,28,0,833,,True
160_844_247_34,116,86,5,28,False,55,27,1,844,,True
1610_897_256_7,107,77,5,28,False,43,21,1,897,below_floor,False
1611_626_251_60,111,80,5,28,False,59,29,1,251,,True
1612_1485_1197_2,111,80,5,27,False,62,31,0,1485,,True
1613_9_436_58,116,85,5,28,False,62,31,0,436,,True
1614_251_725_2,116,86,5,30,False,62,31,0,251,,True
1615_375_516_49,111,81,5,29,False,63,31,1,516,,True
1616_1399_89_0,168,110,5,30,False,65,32,1,89,,True
1617_521_1348_2,149,118,5,30,False,85,42,1,1348,,True
1618_545_110_57,125,87,5,30,False,65,32,1,110,,True
1619_1205_428_57,113,81,5,28,False,51,25,1,1205,,True
161_248_297_14,93,63,5,30,False,49,24,1,248,below_floor,False
1620_251_516_57,151,114,5,30,False,76,38,0,516,,True
1621_428_1002_2,109,75,5,27,False,53,26,1,1002,,True
1622_1014_107_12,91,59,5,26,False,50,25,0,107,,True
1623_1399_110_12,136,104,5,29,False,71,35,1,110,,True
1624_399_725_10,115,84,5,28,False,58,29,0,725,,True
1625_516_978_12,124,89,5,30,False,59,29,1,516,,True
1626_1448_1449_12,101,71,5,28,False,53,26,1,1448,,True
1627_1054_1307_12,90,59,5,28,False,42,21,0,1307,below_floor,False
1628_516_256_2,119,86,5,30,False,68,34,0,516,,True
1629_184_185_2,119,89,5,30,False,74,37,0,184,,True
162_203_247_23,104,74,5,29,False,53,26,1,203,,True
1630_1213_761_1,113,83,5,30,False,60,30,0,761,,True
1631_257_258_21,116,86,5,30,False,63,31,1,258,,True
1632_626_347_2,135,105,5,24,False,76,38,0,626,,True
1633_1066_207_29,96,66,5,30,False,45,22,1,1066,below_floor,False
1634_428_761_10,104,73,5,28,False,57,28,1,428,,True
1635_1213_790_29,120,90,5,30,False,57,28,1,790,,True
1636_428_184_7,108,72,5,28,False,56,28,0,428,,True
1637_1321_1322_7,104,74,5,30,False,47,23,1,1321,below_floor,False
1638_1213_1097_38,130,100,5,30,False,74,37,0,1213,,True
1639_184_166_38,116,85,5,29,False,66,33,0,184,,True
163_47_1035_42,108,76,5,29,False,56,28,0,1035,,True
1640_428_478_38,103,73,5,27,False,48,24,0,428,below_floor,False
1641_486_487_38,116,83,5,28,False,59,29,1,486,,True
1642_1160_540_32,100,70,5,30,False,59,29,1,1160,,True
1643_712_1164_27,120,87,5,29,False,59,29,1,1164,,True
1644_175_478_38,107,77,5,28,False,60,30,0,175,,True
1645_1213_753_27,117,87,5,30,False,64,32,0,753,,True
1646_254_571_56,120,88,5,28,False,60,30,0,571,,True
1647_575_545_23,101,71,5,30,False,44,22,0,545,below_floor,False
1648_907_649_23,128,97,5,29,False,77,38,1,649,,True
1649_390_480_30,106,76,5,29,False,62,31,0,390,,True
164_1124_1372_42,96,66,5,29,False,49,24,1,1372,below_floor,False
1650_432_1413_30,123,90,5,28,False,72,36,0,432,,True
1651_1331_1067_30,109,79,5,30,False,51,25,1,1067,,True
1652_462_665_51,130,96,5,27,False,66,33,0,665,,True
1653_834_545_40,129,91,5,30,False,56,28,0,834,,True
1654_895_1321_17,130,94,5,30,False,62,31,0,1321,,True
1655_1245_1246_9,117,81,5,30,False,44,22,0,1245,below_floor,False
1656_335_628_34,109,78,5,29,False,50,25,0,628,,True
1657_227_888_20,111,76,5,31,True,46,23,0,227,score_anomaly,False
1658_233_234_6,112,81,5,30,False,71,35,1,233,,True
1659_363_895_14,109,79,5,30,False,50,25,0,895,,True
165_297_247_30,105,75,5,30,False,53,26,1,297,,True
1660_107_432_2,108,76,5,30,False,62,31,0,107,,True
1661_892_824_60,111,78,5,29,False,53,26,1,892,,True
1662_136_1214_60,169,126,5,28,False,77,38,1,1214,,True
1663_182_1328_60,103,73,5,30,False,66,33,0,1328,,True
1664_481_1426_16,106,76,5,30,False,52,26,0,1426,,True
1665_1474_1340_12,126,96,5,30,False,65,32,1,1340,,True
1666_1068_1245_57,113,83,5,30,False,52,26,0,1245,,True
1667_209_462_5,163,131,5,28,False,84,42,0,209,,True
1668_564_1321_58,96,66,5,30,False,46,23,0,1321,below_floor,False
1669_882_826_58,118,86,5,30,False,59,29,1,882,,True
166_1203_1514_30,120,90,5,30,False,62,31,0,1203,,True
1670_432_1245_58,116,86,5,28,False,66,33,0,1245,,True
1671_157_895_4,117,86,5,29,False,51,25,1,895,,True
1672_614_353_4,119,87,5,30,False,53,26,1,614,,True
1673_301_1321_10,100,67,5,27,False,47,23,1,301,below_floor,False
1674_295_296_10,118,87,5,29,False,63,31,1,296,,True
1675_432_445_23,114,83,5,30,False,67,33,1,432,,True
1676_209_175_37,142,112,5,30,False,96,48,0,209,,True
1677_882_366_39,104,74,5,28,False,46,23,0,366,below_floor,False
1678_296_1245_39,121,90,5,30,False,58,29,0,1245,,True
1679_432_614_39,121,91,5,29,False,74,37,0,614,,True
167_203_1035_50,115,85,5,30,False,64,32,0,1035,,True
1680_445_888_39,112,80,5,28,False,65,32,1,445,,True
1681_311_331_32,117,86,5,30,False,57,28,1,311,,True
1682_751_1049_43,109,76,5,30,False,58,29,0,1049,,True
1683_614_1245_14,118,88,5,30,False,55,27,1,614,,True
1684_847_1123_14,111,81,5,25,False,65,32,1,1123,,True
1685_882_576_13,116,84,5,30,False,59,29,1,882,,True
1686_751_120_14,112,82,5,27,False,50,25,0,120,,True
1687_697_365_14,116,86,5,29,False,63,31,1,697,,True
1688_614_813_46,117,87,5,30,False,60,30,0,813,,True
1689_1498_1499_37,103,73,5,28,False,51,25,1,1499,,True
168_247_248_50,108,76,5,30,False,53,26,1,248,,True
1690_707_283_0,122,91,5,30,False,67,33,1,283,,True
1691_614_705_43,109,79,5,28,False,50,25,0,705,,True
1692_1344_222_36,95,62,5,30,False,45,22,1,222,below_floor,False
1693_697_565_46,121,86,5,28,False,58,29,0,565,,True
1694_223_739_36,108,78,5,30,False,52,26,0,223,,True
1695_707_365_39,106,76,5,30,False,51,25,1,365,,True
1696_1031_1021_39,122,92,5,28,False,63,31,1,1021,,True
1697_882_847_30,117,86,5,26,False,59,29,1,882,,True
1698_979_565_53,105,75,5,28,False,49,24,1,979,below_floor,False
1699_312_739_56,114,84,5,30,False,63,31,1,312,,True
169_831_774_23,162,131,5,30,False,89,44,1,774,,True
16_1184_31_42,105,73,5,17,False,49,24,1,1184,below_floor,False
1700_564_565_54,108,77,5,30,False,58,29,0,565,,True
1701_365_366_54,113,83,5,28,False,51,25,1,365,,True
1702_565_443_54,110,79,5,28,False,51,25,1,443,,True
1703_564_847_56,97,67,5,29,False,51,25,1,847,,True
1704_1164_347_9,110,80,5,29,False,62,31,0,1164,,True
1705_421_847_40,122,89,5,26,False,54,27,0,847,,True
1706_365_226_53,120,89,5,30,False,68,34,0,226,,True
1707_809_1495_53,104,73,5,29,False,59,29,1,1495,,True
1708_656_847_27,120,90,5,28,False,66,33,0,847,,True
1709_731_732_51,107,76,5,27,False,58,29,0,732,,True
170_247_112_23,98,68,5,28,False,50,25,0,247,,True
1710_765_766_40,123,93,5,30,False,61,30,1,766,,True
1711_107_365_40,114,83,5,29,False,60,30,0,107,,True
1712_1223_986_4,126,96,5,30,False,72,36,0,986,,True
1713_847_1178_4,102,72,5,28,False,53,26,1,1178,,True
1714_877_589_0,113,83,5,30,False,54,27,0,589,,True
1715_179_100_39,109,79,5,28,False,45,22,1,100,below_floor,False
1716_1435_651_52,114,81,5,28,False,59,29,1,1435,,True
1717_766_762_2,119,89,5,30,False,68,34,0,766,,True
1718_100_847_2,116,84,5,28,False,50,25,0,100,,True
1719_366_548_54,111,79,5,28,False,56,28,0,548,,True
171_248_506_23,111,81,5,27,False,62,31,0,506,,True
1720_60_61_54,137,95,5,27,False,69,34,1,61,,True
1721_846_847_57,114,79,5,27,False,52,26,0,847,,True
1722_1367_1368_52,114,84,5,30,False,61,30,1,1368,,True
1723_239_1178_24,146,103,5,28,False,70,35,0,1178,,True
1724_109_402_58,118,82,5,30,False,54,27,0,109,,True
1725_442_64_34,129,95,5,25,False,72,36,0,64,,True
1726_1004_1104_26,110,79,5,29,False,58,29,0,1104,,True
1727_1151_667_34,145,109,5,30,False,86,43,0,667,,True
1728_239_1068_58,111,81,5,28,False,66,33,0,239,,True
1729_8_9_44,147,104,5,26,True,66,33,0,9,score_anomaly,False
172_822_835_18,107,75,5,28,False,59,29,1,822,,True
1730_1172_1096_28,143,106,5,28,False,87,43,1,1096,,True
1731_1178_448_54,166,131,5,28,False,92,46,0,1178,,True
1732_1164_1137_6,135,101,5,28,False,75,37,1,1137,,True
1733_1077_675_10,194,143,5,30,False,105,52,1,1077,,True
1734_1096_461_30,218,169,5,27,False,125,62,1,1096,,True
1735_184_1178_27,127,91,5,24,False,65,32,1,184,,True
1736_632_312_14,163,132,5,30,False,91,45,1,312,,True
1737_374_375_47,134,99,5,28,False,73,36,1,374,,True
1738_897_1241_2,121,91,5,30,False,68,34,0,1241,,True
1739_711_75_17,139,106,5,28,False,66,33,0,711,,True
173_203_248_35,154,122,5,30,False,88,44,0,248,,True
1740_897_461_24,113,83,5,30,False,58,29,0,897,,True
1741_1241_374_41,124,94,5,27,False,68,34,0,1241,,True
1742_375_403_24,105,74,5,30,False,53,26,1,403,,True
1743_897_375_43,102,72,5,30,False,53,26,1,375,,True
1744_403_1241_42,119,87,5,30,False,59,29,1,403,,True
1745_164_178_41,98,67,5,30,False,49,24,1,178,below_floor,False
1746_1491_111_11,102,71,5,28,False,50,25,0,1491,,True
1747_330_110_7,127,96,5,30,False,70,35,0,110,,True
1748_757_892_16,120,85,5,30,False,55,27,1,892,,True
1749_283_178_39,123,92,5,30,False,61,30,1,178,,True
174_774_1035_35,139,109,5,30,False,84,42,0,1035,,True
1750_26_845_12,114,84,5,30,False,54,27,0,26,,True
1751_1161_1162_22,124,93,5,28,False,70,35,0,1161,,True
1752_330_1014_22,154,115,5,27,False,75,37,1,1014,,True
1753_110_111_11,110,80,5,28,False,50,25,0,110,,True
1754_25_26_11,102,72,5,28,False,49,24,1,26,below_floor,False
1755_757_548_11,129,84,5,30,False,54,27,0,548,,True
1756_25_402_6,128,89,5,28,False,72,36,0,25,,True
1757_809_757_51,122,90,5,28,False,59,29,1,809,,True
1758_900_569_46,107,77,5,28,False,55,27,1,900,,True
1759_1160_809_41,105,74,5,29,False,57,28,1,1160,,True
175_822_831_18,136,104,5,30,False,76,38,0,822,,True
1760_367_1256_6,117,82,5,30,False,55,27,1,1256,,True
1761_402_399_18,120,89,5,30,False,63,31,1,402,,True
1762_319_111_60,132,102,5,27,False,69,34,1,319,,True
1763_495_496_39,140,91,5,25,False,66,33,0,495,,True
1764_1164_263_34,102,72,5,28,False,50,25,0,263,,True
1765_884_375_5,174,127,5,29,False,92,46,0,375,,True
1766_258_1193_10,124,82,5,30,False,55,27,1,1193,,True
1767_519_1129_46,133,93,5,30,False,69,34,1,1129,,True
1768_374_1106_2,128,90,5,28,False,60,30,0,1106,,True
1769_665_519_6,146,100,5,27,False,70,35,0,665,,True
176_972_656_39,169,139,5,30,False,107,53,1,656,,True
1770_304_444_11,100,70,5,29,False,48,24,0,444,below_floor,False
1771_259_1103_57,106,73,5,29,False,60,30,0,1103,,True
1772_674_963_43,109,79,5,30,False,53,26,1,963,,True
1773_12_925_21,108,78,5,30,False,52,26,0,925,,True
1774_1392_126_35,125,94,5,25,False,67,33,1,1392,,True
1775_833_1399_40,117,85,5,30,False,62,31,0,833,,True
1776_674_519_59,130,88,5,30,False,62,31,0,674,,True
1777_544_136_9,100,70,5,30,False,52,26,0,136,,True
1778_665_673_40,130,92,5,28,False,64,32,0,665,,True
1779_544_545_48,100,70,5,30,False,50,25,0,545,,True
177_1227_1068_2,116,85,5,28,False,59,29,1,1068,,True
1780_1096_463_12,131,100,5,30,False,79,39,1,1096,,True
1781_469_1345_2,115,84,5,27,False,52,26,0,1345,,True
1782_673_674_2,103,73,5,30,False,47,23,1,674,below_floor,False
1783_1008_431_37,126,96,5,30,False,67,33,1,431,,True
1784_626_544_38,124,91,5,28,False,66,33,0,626,,True
1785_674_979_47,97,67,5,28,False,49,24,1,674,below_floor,False
1786_1138_1543_47,122,91,5,30,False,60,30,0,1138,,True
1787_1096_9_37,119,89,5,28,False,63,31,1,1096,,True
1788_979_1399_47,101,70,5,30,False,50,25,0,979,,True
1789_1107_1108_13,127,97,5,30,False,67,33,1,1107,,True
178_507_437_46,88,58,5,28,False,48,24,0,507,below_floor,False
1790_812_521_36,145,114,5,27,False,75,37,1,812,,True
1791_1096_858_22,124,91,5,30,False,65,32,1,1096,,True
1792_832_553_11,136,106,5,30,False,74,37,0,832,,True
1793_1075_1492_11,107,77,5,29,False,54,27,0,1492,,True
1794_544_1075_47,91,61,5,28,False,39,19,1,544,below_floor,False
1795_101_102_54,100,68,5,28,False,50,25,0,102,,True
1796_1067_834_9,100,70,5,30,False,52,26,0,834,,True
1797_1197_1075_2,111,80,5,28,False,51,25,1,1075,,True
1798_832_833_54,117,87,5,27,False,58,29,0,833,,True
1799_350_1075_29,123,93,5,28,False,57,28,1,350,,True
179_506_1203_23,115,85,5,28,False,68,34,0,506,,True
17_439_1116_57,116,85,5,28,False,64,32,0,439,,True
1800_1534_1222_29,128,97,5,30,False,76,38,0,1534,,True
1801_1482_135_58,108,78,5,30,False,50,25,0,135,,True
1802_1533_1163_17,96,65,5,29,False,49,24,1,1163,below_floor,False
1803_1197_304_54,126,89,5,28,False,56,28,0,304,,True
1804_135_136_54,125,94,5,29,False,57,28,1,136,,True
